,庭审程序分类
40863,其他撤诉
40864,已审理
40865,已审理（简易）
40866,其他/错误
40867,其他/错误
40868,其他撤诉
40869,其他撤诉
40870,已审理
40871,其他撤诉
40872,其他撤诉
40873,已审理
40874,其他/错误
40875,其他/错误
40876,已审理
40877,已审理（简易）
40878,已审理（简易）
40879,其他撤诉
40880,已审理（简易）
40881,已审理
40882,已审理
40883,其他撤诉
40884,已审理（简易）
40885,已受理/立案
40886,已审理（简易）
40887,已审理
40888,其他/错误
40889,已审理（简易）
40891,已审理
40892,其他撤诉
40893,其他撤诉
40894,已审理（简易）
40895,已审理
40896,其他撤诉
40897,其他撤诉
40898,其他撤诉
40899,已审理（简易）
40900,其他撤诉
40901,已受理/立案
40902,已审理（简易）
40903,已审理（简易）
40904,已审理（简易）
40905,已审理（简易）
40906,已审理（简易）
40907,其他/错误
40908,已审理
40909,已审理
40910,其他撤诉
40911,已受理/立案
40912,其他/错误
40913,其他撤诉
40914,其他撤诉
40915,其他/错误
40916,其他/错误
40917,其他撤诉
40918,其他撤诉
40919,已审理（简易）
40920,已审理
40921,其他撤诉
40922,已审理（简易）
40923,其他撤诉
40924,已受理/立案
40925,已审理（简易）
40926,其他/错误
40927,已受理/立案
40928,已审理（简易）
40929,已审理
40930,已审理（简易）
40931,已审理
40932,其他撤诉
40933,已审理（简易）
40934,已审理
40935,其他撤诉
40936,已审理（简易）
40937,已审理（简易）
40938,已审理（简易）
40939,其他撤诉
40940,已审理
40941,其他撤诉
40942,其他撤诉
40943,已审理（简易）
40944,其他/错误
40945,其他撤诉
40946,其他撤诉
40947,其他撤诉
40948,已审理（简易）
40949,其他撤诉
40950,其他/错误
40951,其他撤诉
40952,已审理（简易）
40953,已审理
40954,已审理（简易）
40955,其他撤诉
40956,已审理
40957,已受理/立案
40958,其他撤诉
40959,其他撤诉
40960,已审理（简易）
40961,其他/错误
40962,其他撤诉
40963,其他撤诉
40964,已受理/立案
40965,其他撤诉
40967,已审理
40968,已受理/立案
40969,已审理（简易）
40970,其他/错误
40971,已审理
40972,已审理
40973,已审理（简易）
40974,已审理（简易）
40975,其他撤诉
40976,其他撤诉
40977,其他撤诉
40978,其他撤诉
40979,已受理/立案
40980,其他撤诉
40981,已受理/立案
40982,其他撤诉
40983,已审理
40984,其他撤诉
40985,申请财产保全
40986,其他/错误
40987,其他撤诉
40988,其他撤诉
40989,其他撤诉
40990,其他撤诉
40991,已受理/立案
40992,已审理
40993,其他撤诉
40994,已审理（简易）
40995,已审理（简易）
40996,其他撤诉
40997,已受理/立案
40998,其他撤诉
40999,已审理
41000,其他撤诉
41001,其他撤诉
41002,其他撤诉
41003,其他撤诉
41004,其他/错误
41005,其他撤诉
41006,其他撤诉
41007,其他撤诉
41008,其他撤诉
41009,已审理
41010,其他撤诉
41011,其他撤诉
41012,已审理
41013,其他撤诉
41014,其他撤诉
41015,已审理
41016,其他撤诉
41017,其他撤诉
41018,其他撤诉
41019,已审理
41020,已审理
41021,其他撤诉
41022,其他/错误
41023,其他撤诉
41024,已审理（简易）
41025,已受理/立案
41026,已审理
41027,已审理（简易）
41028,其他撤诉
41029,已审理（简易）
41030,其他撤诉
41031,其他撤诉
41032,已审理
41033,已受理/立案
41034,已审理（简易）
41035,其他撤诉
41036,已审理
41037,已审理
41038,已审理（简易）
41039,已审理（简易）
41040,其他撤诉
41041,其他撤诉
41042,已受理/立案
41043,已受理/立案
41044,其他撤诉
41045,其他撤诉
41046,已审理
41047,已审理（简易）
41048,已审理（简易）
41049,已审理
41050,其他撤诉
41051,其他撤诉
41052,已受理/立案
41053,已审理
41054,已审理（简易）
41055,已审理（简易）
41056,已审理（简易）
41057,已审理（简易）
41058,已审理
41059,其他撤诉
41060,其他撤诉
41061,其他撤诉
41062,已审理（简易）
41063,其他撤诉
41064,已审理（简易）
41065,已受理/立案
41066,其他撤诉
41067,其他撤诉
41068,已审理
41069,其他撤诉
41070,已审理（简易）
41071,已审理（简易）
41072,其他撤诉
41073,其他撤诉
41074,其他撤诉
41075,已审理
41076,已审理
41077,其他/错误
41078,已审理（简易）
41079,其他撤诉
41080,已审理
41081,其他撤诉
41082,已受理/立案
41083,已审理
41084,已审理（简易）
41085,其他/错误
41086,其他撤诉
41087,已审理
41088,其他撤诉
41089,已审理（简易）
41090,已审理（简易）
41091,其他撤诉
41092,已审理
41093,其他撤诉
41094,已审理
41095,已受理/立案
41096,其他/错误
41097,其他/错误
41098,其他撤诉
41099,已审理（简易）
41100,其他撤诉
41101,已审理（简易）
41102,其他撤诉
41103,其他撤诉
41104,已审理
41105,已审理（简易）
41106,其他撤诉
41107,其他撤诉
41108,其他撤诉
41109,其他撤诉
41110,其他撤诉
41111,其他/错误
41112,其他撤诉
41113,其他撤诉
41114,已审理
41115,已审理（简易）
41116,其他撤诉
41117,已审理（简易）
41118,其他撤诉
41119,其他撤诉
41120,已审理（简易）
41121,其他/错误
41122,其他撤诉
41123,其他撤诉
41124,其他/错误
41125,已审理
41126,其他/错误
41127,已受理/立案
41128,其他撤诉
41129,调解撤诉
41130,已受理/立案
41131,其他/错误
41132,其他撤诉
41133,其他撤诉
41134,其他撤诉
41135,其他撤诉
41136,其他撤诉
41137,其他撤诉
41138,已受理/立案
41139,其他撤诉
41140,已受理/立案
41141,已审理（简易）
41142,其他撤诉
41143,其他撤诉
41144,已审理
41145,其他撤诉
41146,其他撤诉
41147,已审理
41148,已审理（简易）
41150,已审理
41151,已审理（简易）
41152,其他撤诉
41153,其他撤诉
41154,其他撤诉
41155,已审理
41156,其他撤诉
41158,其他/错误
41159,其他撤诉
41160,其他/错误
41161,其他撤诉
41163,其他撤诉
41164,其他撤诉
41165,其他/错误
41166,其他/错误
41167,其他/错误
41168,已审理（简易）
41169,其他撤诉
41170,其他撤诉
41171,已审理（简易）
41172,其他撤诉
41173,已受理/立案
41174,其他/错误
41175,其他撤诉
41176,其他撤诉
41177,其他撤诉
41178,已受理/立案
41179,已审理
41180,其他撤诉
41181,其他撤诉
41182,其他撤诉
41183,其他/错误
41184,已审理（简易）
41185,已审理（简易）
41186,已审理（简易）
41187,已审理（简易）
41188,其他撤诉
41189,其他撤诉
41190,已审理
41191,已审理
41192,已审理
41193,其他撤诉
41194,已审理（简易）
41195,已审理（简易）
41196,已审理（简易）
41197,已审理（简易）
41198,其他/错误
41199,其他撤诉
41200,其他/错误
41201,其他/错误
41202,已受理/立案
41203,其他/错误
41204,已审理
41205,已审理（简易）
41206,已审理（简易）
41207,其他撤诉
41208,已受理/立案
41209,其他撤诉
41210,其他撤诉
41211,其他撤诉
41212,其他/错误
41213,其他/错误
41214,其他撤诉
41215,其他/错误
41216,其他/错误
41217,其他撤诉
41218,已审理
41219,其他撤诉
41220,已审理（简易）
41221,已审理（简易）
41222,其他撤诉
41223,其他撤诉
41224,其他撤诉
41225,调解撤诉
41226,其他撤诉
41227,已受理/立案
41228,已审理（简易）
41229,其他撤诉
41230,已受理/立案
41231,其他撤诉
41232,已审理
41233,已审理（简易）
41234,已审理（简易）
41235,已受理/立案
41236,其他撤诉
41237,其他撤诉
41238,已审理
41239,已审理
41240,其他撤诉
41241,已审理（简易）
41242,其他撤诉
41243,已审理（简易）
41244,其他撤诉
41245,其他撤诉
41246,已审理（简易）
41247,已审理
41248,已审理（简易）
41249,其他撤诉
41250,其他撤诉
41251,其他撤诉
41252,其他撤诉
41253,已审理（简易）
41254,其他/错误
41255,已审理（简易）
41256,其他/错误
41257,未交费
41258,已审理
41259,已审理
41260,其他撤诉
41261,已审理
41262,已审理（简易）
41263,其他撤诉
41264,其他撤诉
41265,其他/错误
41266,其他撤诉
41267,其他/错误
41268,已审理
41269,其他撤诉
41270,已审理
41271,已审理（简易）
41272,已审理（简易）
41273,其他/错误
41274,其他/错误
41275,已审理
41276,其他/错误
41277,其他/错误
41278,已审理（简易）
41279,其他撤诉
41280,其他撤诉
41281,已审理
41282,其他撤诉
41283,已审理
41284,已审理（简易）
41285,其他/错误
41286,已审理
41287,其他撤诉
41288,已审理（简易）
41289,其他撤诉
41290,已受理/立案
41291,已受理/立案
41292,已审理（简易）
41293,调解撤诉
41294,其他撤诉
41295,其他撤诉
41296,其他撤诉
41297,已审理（简易）
41298,其他撤诉
41299,其他撤诉
41300,其他撤诉
41301,其他撤诉
41302,已审理（简易）
41303,已审理（简易）
41304,已受理/立案
41305,其他撤诉
41306,其他/错误
41307,已审理（简易）
41308,已审理（简易）
41309,其他撤诉
41310,其他撤诉
41311,已受理/立案
41312,其他撤诉
41313,其他撤诉
41314,其他撤诉
41315,其他/错误
41316,其他撤诉
41317,其他/错误
41318,已受理/立案
41319,其他撤诉
41320,其他撤诉
41321,已审理（简易）
41322,其他/错误
41323,其他撤诉
41324,已审理（简易）
41325,其他撤诉
41326,已受理/立案
41327,其他撤诉
41328,已审理
41329,已审理（简易）
41330,其他撤诉
41331,已审理（简易）
41332,已审理（简易）
41333,已审理（简易）
41334,已受理/立案
41335,其他撤诉
41336,其他撤诉
41337,其他撤诉
41338,其他/错误
41339,已审理（简易）
41340,其他撤诉
41341,其他撤诉
41342,已审理（简易）
41343,其他撤诉
41344,其他撤诉
41345,已审理（简易）
41346,已审理
41347,其他撤诉
41348,已受理/立案
41349,其他撤诉
41350,已审理（简易）
41351,已审理（简易）
41352,其他/错误
41353,已审理
41354,已审理（简易转普通）
41355,已受理/立案
41356,已审理（简易）
41357,其他/错误
41358,其他撤诉
41359,已审理（简易）
41361,其他撤诉
41362,已审理（简易）
41363,其他/错误
41364,已审理
41365,已审理（简易）
41366,其他撤诉
41367,其他撤诉
41368,其他撤诉
41369,其他撤诉
41370,已审理（简易）
41371,已审理（简易）
41372,其他撤诉
41373,其他撤诉
41374,已审理
41375,其他撤诉
41376,其他撤诉
41377,已审理（简易）
41378,已审理（简易）
41379,其他/错误
41380,其他撤诉
41381,已审理（简易）
41382,已审理（简易）
41383,其他撤诉
41384,已审理
41385,其他撤诉
41386,其他撤诉
41387,其他撤诉
41388,其他撤诉
41389,已审理（简易）
41390,其他撤诉
41391,其他撤诉
41392,已审理（简易）
41393,其他撤诉
41394,已审理
41395,其他撤诉
41396,其他撤诉
41397,其他撤诉
41398,其他撤诉
41399,已审理
41400,已受理/立案
41401,已审理
41402,其他撤诉
41403,已审理（简易）
41404,已审理（简易）
41405,已审理
41406,已审理（简易）
41407,其他/错误
41408,已受理/立案
41409,其他撤诉
41410,其他/错误
41411,已审理（简易）
41412,其他撤诉
41413,其他撤诉
41414,其他撤诉
41415,缺席审判
41416,已审理
41417,已审理
41418,已审理
41419,已审理（简易）
41420,其他撤诉
41421,其他撤诉
41422,其他撤诉
41423,其他撤诉
41424,已审理（简易）
41425,其他撤诉
41426,其他/错误
41427,已受理/立案
41428,其他/错误
41429,其他撤诉
41430,其他撤诉
41431,已审理
41432,其他撤诉
41433,已审理（简易）
41434,已审理（简易）
41435,其他撤诉
41436,其他/错误
41437,已受理/立案
41438,已审理（简易）
41439,其他撤诉
41440,已受理/立案
41441,已审理
41442,其他/错误
41443,其他撤诉
41444,已受理/立案
41445,其他撤诉
41446,已审理（简易）
41447,其他/错误
41448,其他撤诉
41449,其他撤诉
41450,已受理/立案
41451,已审理（简易）
41452,已审理（简易）
41453,已审理
41454,已审理（简易）
41455,已审理（简易）
41456,已受理/立案
41457,其他撤诉
41458,其他撤诉
41459,其他撤诉
41460,已审理（简易）
41461,已审理
41462,其他撤诉
41463,其他撤诉
41464,其他撤诉
41465,其他撤诉
41466,其他撤诉
41467,已审理
41468,已审理
41469,已审理
41470,其他撤诉
41471,已审理
41473,其他/错误
41474,其他撤诉
41475,其他/错误
41476,其他撤诉
41477,已审理
41478,其他撤诉
41479,其他撤诉
41480,已审理
41481,已审理
41482,其他撤诉
41483,已审理（简易）
41484,其他撤诉
41485,已审理
41486,已审理
41487,已审理
41488,其他撤诉
41489,已审理
41490,已审理（简易）
41491,其他撤诉
41492,其他撤诉
41493,其他撤诉
41494,缺席审判
41495,已审理
41496,其他撤诉
41497,其他/错误
41498,已受理/立案
41499,其他撤诉
41500,其他撤诉
41501,已审理
41502,其他撤诉
41503,其他撤诉
41504,其他撤诉
41505,其他/错误
41506,已审理
41507,其他/错误
41508,其他撤诉
41509,其他撤诉
41510,已审理
41511,其他撤诉
41512,已审理
41513,已审理
41514,其他撤诉
41515,已审理（简易）
41516,其他撤诉
41517,已审理
41518,其他撤诉
41519,其他撤诉
41520,其他/错误
41521,已审理
41522,其他撤诉
41523,其他/错误
41524,缺席审判
41525,已审理
41526,其他撤诉
41527,其他撤诉
41528,其他撤诉
41529,已受理/立案
41530,已审理（简易）
41531,已审理（简易）
41532,其他撤诉
41533,其他撤诉
41534,其他撤诉
41535,已审理（简易）
41536,其他/错误
41537,其他/错误
41538,其他撤诉
41539,已审理
41540,其他/错误
41541,已审理
41542,已受理/立案
41543,已审理（简易）
41544,缺席审判
41545,其他撤诉
41546,其他/错误
41547,其他撤诉
41548,其他撤诉
41549,已审理（简易）
41550,其他撤诉
41551,其他撤诉
41552,已审理
41553,其他撤诉
41554,其他/错误
41555,其他撤诉
41556,其他撤诉
41557,其他/错误
41558,已审理
41559,其他撤诉
41560,其他撤诉
41561,缺席审判
41562,已审理（简易）
41563,已审理（简易）
41564,其他/错误
41565,其他撤诉
41566,已审理（简易）
41567,其他撤诉
41568,其他撤诉
41569,其他撤诉
41570,已审理
41571,其他/错误
41572,已审理
41573,其他撤诉
41574,已审理（简易）
41575,其他撤诉
41576,其他/错误
41577,已受理/立案
41578,其他/错误
41579,已审理（简易）
41580,已审理
41581,已受理/立案
41582,已受理/立案
41583,其他撤诉
41584,已审理（简易）
41585,其他撤诉
41586,其他撤诉
41587,其他撤诉
41588,已审理（简易）
41589,其他/错误
41590,其他撤诉
41591,其他撤诉
41592,已审理
41593,其他/错误
41594,其他撤诉
41595,已审理（简易）
41596,其他撤诉
41597,其他撤诉
41598,其他撤诉
41599,其他撤诉
41600,调解撤诉
41601,其他撤诉
41602,其他撤诉
41603,其他/错误
41604,其他撤诉
41605,其他撤诉
41606,已审理（简易）
41607,其他撤诉
41608,已审理（简易）
41609,已审理（简易）
41610,其他撤诉
41611,已审理（简易）
41612,其他撤诉
41613,已审理（简易）
41614,已审理
41615,已审理
41616,其他撤诉
41617,其他撤诉
41618,其他撤诉
41619,已审理（简易）
41620,其他撤诉
41621,已审理（简易）
41622,其他撤诉
41623,已审理（简易）
41624,其他撤诉
41625,其他撤诉
41626,其他撤诉
41627,其他撤诉
41628,其他撤诉
41629,其他撤诉
41630,已审理（简易）
41631,其他撤诉
41632,其他撤诉
41633,其他撤诉
41634,已受理/立案
41635,已审理（简易）
41636,其他撤诉
41637,其他撤诉
41638,其他撤诉
41639,已审理
41640,已审理
41641,其他/错误
41642,已审理
41643,已审理（简易）
41644,其他撤诉
41645,已审理（简易）
41646,已审理
41647,其他撤诉
41648,其他撤诉
41649,其他撤诉
41650,已审理（简易）
41651,已审理（简易）
41652,已审理（简易）
41653,其他撤诉
41654,已审理
41655,其他/错误
41656,其他撤诉
41657,其他撤诉
41658,已审理
41659,已审理（简易）
41660,已受理/立案
41661,其他撤诉
41662,其他撤诉
41663,已审理（简易）
41664,其他/错误
41665,其他/错误
41666,其他/错误
41667,其他撤诉
41668,其他撤诉
41669,其他撤诉
41670,其他撤诉
41671,其他/错误
41672,已受理/立案
41673,其他/错误
41674,其他撤诉
41675,其他撤诉
41676,其他撤诉
41677,已审理（简易）
41678,其他/错误
41679,其他撤诉
41680,其他撤诉
41681,其他撤诉
41682,其他撤诉
41683,其他撤诉
41684,其他撤诉
41685,已审理
41686,其他撤诉
41687,已审理
41688,其他/错误
41689,其他/错误
41691,其他撤诉
41692,已审理（简易）
41693,其他撤诉
41694,其他撤诉
41695,已审理
41696,其他/错误
41697,其他撤诉
41698,已受理/立案
41699,其他/错误
41700,其他撤诉
41701,其他撤诉
41702,其他/错误
41703,已审理
41704,其他撤诉
41705,已审理（简易）
41706,其他撤诉
41707,其他/错误
41708,其他撤诉
41709,其他撤诉
41710,已审理
41711,其他撤诉
41712,其他撤诉
41713,其他/错误
41714,其他撤诉
41715,其他撤诉
41716,其他撤诉
41717,其他撤诉
41718,其他撤诉
41719,其他撤诉
41720,其他撤诉
41721,已审理
41722,已审理
41723,其他/错误
41724,其他撤诉
41725,其他/错误
41726,其他撤诉
41727,其他撤诉
41728,其他/错误
41729,其他撤诉
41730,已审理
41731,已审理
41732,已审理
41733,已审理（简易）
41734,已审理（简易）
41735,其他/错误
41736,已审理（简易）
41737,其他撤诉
41738,其他撤诉
41739,其他撤诉
41740,其他撤诉
41741,其他撤诉
41742,其他/错误
41743,已受理/立案
41744,其他撤诉
41745,其他/错误
41746,其他撤诉
41747,已审理（简易）
41748,已受理/立案
41749,已受理/立案
41750,已审理
41751,其他撤诉
41752,其他撤诉
41753,已受理/立案
41754,已审理
41755,其他撤诉
41756,已审理（简易）
41757,已审理（简易）
41758,已审理
41759,其他撤诉
41760,已受理/立案
41761,其他撤诉
41762,已审理（简易）
41763,其他撤诉
41764,已审理
41765,其他/错误
41766,其他撤诉
41767,其他撤诉
41768,其他撤诉
41769,已审理
41770,其他/错误
41771,已审理（简易）
41772,其他撤诉
41773,其他撤诉
41774,已审理（简易）
41775,其他撤诉
41776,其他撤诉
41777,其他/错误
41778,其他撤诉
41779,调解撤诉
41780,其他撤诉
41781,其他/错误
41782,其他撤诉
41783,已审理（简易）
41784,已审理（简易）
41785,已审理
41786,其他撤诉
41787,已审理（简易）
41788,其他撤诉
41789,其他撤诉
41790,已审理（简易）
41791,其他撤诉
41792,其他/错误
41793,已受理/立案
41794,缺席审判
41795,其他撤诉
41796,其他撤诉
41797,已审理（简易）
41798,已审理
41799,其他撤诉
41800,已审理
41801,已审理
41802,其他撤诉
41803,已审理（简易）
41804,其他/错误
41805,其他/错误
41806,其他/错误
41807,其他撤诉
41808,其他撤诉
41809,其他撤诉
41810,已审理（简易）
41811,其他/错误
41812,已受理/立案
41813,其他撤诉
41814,其他撤诉
41815,其他撤诉
41816,其他/错误
41817,已审理（简易）
41818,已审理（简易）
41819,已受理/立案
41820,其他撤诉
41821,已受理/立案
41822,已审理
41823,其他撤诉
41824,其他撤诉
41825,其他撤诉
41826,缺席审判
41827,其他撤诉
41828,其他撤诉
41829,已审理（简易）
41830,其他撤诉
41831,其他撤诉
41832,已审理（简易）
41833,其他撤诉
41834,已受理/立案
41836,已审理（简易）
41837,其他撤诉
41838,缺席审判
41839,已审理（简易）
41840,其他撤诉
41841,其他撤诉
41842,已审理（简易）
41843,已审理（简易）
41844,已审理
41845,已审理（简易）
41846,其他/错误
41847,已审理（简易）
41848,其他/错误
41849,其他撤诉
41850,已审理（简易）
41851,其他撤诉
41852,已受理/立案
41853,已审理（简易）
41854,已审理（简易）
41855,已审理（简易）
41856,其他撤诉
41857,已审理
41858,已受理/立案
41859,已审理（简易）
41860,其他撤诉
41861,已审理
41862,已审理（简易）
41863,已审理（简易）
41864,已审理
41865,其他撤诉
41866,其他撤诉
41867,已审理（简易）
41868,其他撤诉
41869,已审理（简易）
41870,其他撤诉
41871,其他撤诉
41872,其他/错误
41873,其他/错误
41874,其他/错误
41875,其他撤诉
41876,已审理（简易）
41877,其他撤诉
41878,其他/错误
41879,其他撤诉
41880,已审理（简易）
41881,申请财产保全
41882,其他撤诉
41883,其他撤诉
41884,其他撤诉
41885,其他撤诉
41886,已审理（简易）
41887,已审理（简易）
41888,已审理（简易）
41889,已审理（简易）
41890,其他撤诉
41891,已审理
41892,其他撤诉
41893,其他撤诉
41894,其他撤诉
41895,已审理（简易）
41896,其他/错误
41897,其他撤诉
41898,其他撤诉
41899,其他/错误
41900,其他撤诉
41901,已审理（简易）
41902,已审理（简易）
41903,其他撤诉
41904,已审理（简易）
41905,已审理
41906,已审理
41907,其他撤诉
41908,其他撤诉
41909,已审理
41910,其他撤诉
41911,其他撤诉
41912,已审理
41913,其他撤诉
41914,已审理（简易）
41915,已审理
41916,已审理（简易）
41917,已受理/立案
41918,其他撤诉
41919,其他/错误
41920,已审理（简易）
41921,已审理
41922,其他撤诉
41923,已受理/立案
41924,缺席审判
41925,缺席审判
41926,已受理/立案
41927,其他撤诉
41928,其他/错误
41929,已审理
41930,其他撤诉
41931,已审理（简易）
41932,已审理（简易）
41933,其他/错误
41934,其他撤诉
41935,已审理
41936,已审理（简易）
41937,其他/错误
41938,已审理
41939,其他撤诉
41940,其他撤诉
41941,已受理/立案
41942,其他/错误
41943,其他撤诉
41944,其他撤诉
41945,其他撤诉
41946,已受理/立案
41947,已审理（简易）
41948,已受理/立案
41949,已审理（简易）
41950,其他/错误
41951,其他撤诉
41952,其他/错误
41953,其他撤诉
41954,已审理（简易）
41955,其他/错误
41956,其他撤诉
41957,其他撤诉
41958,已审理
41959,已审理（简易）
41960,其他/错误
41961,已审理
41962,其他/错误
41963,其他撤诉
41964,其他/错误
41965,已审理
41966,其他撤诉
41967,已审理（简易）
41968,已审理（简易）
41969,其他/错误
41970,缺席审判
41971,已审理（简易）
41972,其他撤诉
41973,其他/错误
41974,已审理
41975,已审理
41976,已审理
41977,已审理（简易）
41978,已受理/立案
41979,已受理/立案
41980,已审理（简易）
41981,其他撤诉
41982,其他撤诉
41983,其他/错误
41984,已审理
41985,其他撤诉
41986,其他撤诉
41987,已审理
41988,其他/错误
41989,已审理（简易）
41990,其他/错误
41991,其他撤诉
41992,其他撤诉
41993,已审理
41994,其他撤诉
41995,其他撤诉
41996,其他撤诉
41997,其他/错误
41998,其他撤诉
41999,已审理
42000,其他/错误
42001,其他撤诉
42002,已审理
42003,已审理（简易）
42004,其他撤诉
42005,其他撤诉
42006,其他撤诉
42007,已审理（简易）
42008,其他/错误
42009,其他/错误
42010,已审理
42011,已审理
42012,已审理（简易）
42013,已审理（简易）
42014,已审理（简易）
42015,已审理
42016,已审理
42017,已审理（简易）
42018,已审理（简易）
42019,其他撤诉
42020,其他/错误
42021,已审理
42022,已审理（简易）
42023,已审理
42024,其他撤诉
42025,已审理（简易）
42026,其他/错误
42027,已审理
42028,已审理（简易）
42029,其他撤诉
42030,已审理
42031,已审理（简易）
42032,其他撤诉
42033,缺席审判
42034,已审理
42035,已审理（简易）
42036,其他撤诉
42037,已审理（简易）
42038,已审理（简易）
42039,已受理/立案
42040,其他撤诉
42041,其他撤诉
42042,其他撤诉
42043,已审理
42044,已受理/立案
42045,其他/错误
42046,已审理
42047,其他撤诉
42048,其他撤诉
42049,其他撤诉
42050,其他撤诉
42051,已审理
42052,其他撤诉
42053,已审理
42054,其他撤诉
42055,已审理（简易）
42056,已审理
42057,已审理（简易）
42058,已审理
42059,已审理（简易）
42060,已审理（简易）
42061,已审理
42062,其他撤诉
42063,其他撤诉
42064,其他撤诉
42065,其他撤诉
42066,其他撤诉
42067,已审理（简易）
42068,其他撤诉
42069,其他撤诉
42070,已审理
42071,其他撤诉
42072,其他撤诉
42073,已审理
42074,其他撤诉
42075,已审理
42076,其他/错误
42077,其他撤诉
42078,其他撤诉
42079,其他撤诉
42080,其他撤诉
42082,其他撤诉
42083,其他撤诉
42084,其他撤诉
42085,其他撤诉
42086,其他撤诉
42087,已审理（简易）
42088,已审理（简易）
42089,其他/错误
42090,其他撤诉
42091,已审理
42092,已审理
42093,其他撤诉
42094,其他撤诉
42095,其他撤诉
42096,其他撤诉
42097,其他撤诉
42098,其他撤诉
42099,其他/错误
42100,已受理/立案
42101,其他/错误
42102,其他撤诉
42103,已审理（简易）
42104,已审理（简易）
42105,其他撤诉
42106,已审理（简易）
42107,已审理
42108,其他撤诉
42109,已审理
42110,其他撤诉
42111,其他/错误
42112,其他撤诉
42113,已审理
42114,已审理（简易）
42115,其他撤诉
42116,其他撤诉
42117,其他/错误
42118,其他/错误
42119,其他撤诉
42120,其他撤诉
42121,其他撤诉
42122,已审理（简易）
42123,其他撤诉
42124,已审理（简易）
42125,其他撤诉
42126,其他撤诉
42127,其他撤诉
42128,其他撤诉
42129,其他撤诉
42130,其他撤诉
42131,其他/错误
42132,其他撤诉
42133,其他撤诉
42134,其他撤诉
42135,其他撤诉
42136,其他撤诉
42137,其他/错误
42138,已审理
42139,其他/错误
42140,已审理
42141,已审理（简易）
42142,已审理
42143,其他撤诉
42144,已审理（简易）
42145,其他/错误
42146,其他撤诉
42147,调解撤诉
42148,已审理
42149,其他/错误
42150,其他撤诉
42151,其他撤诉
42152,已审理
42153,其他撤诉
42154,已受理/立案
42155,其他/错误
42156,已审理（简易）
42157,已审理（简易）
42158,其他撤诉
42159,其他撤诉
42160,其他撤诉
42161,其他/错误
42162,其他撤诉
42163,其他撤诉
42164,其他撤诉
42165,其他撤诉
42166,已审理（简易）
42167,已审理（简易）
42168,已审理
42169,已受理/立案
42170,缺席审判
42171,已审理（简易）
42172,其他撤诉
42173,其他撤诉
42174,其他撤诉
42175,已审理
42176,其他撤诉
42177,已审理
42178,已审理（简易）
42179,已审理（简易）
42180,已审理（简易）
42181,其他撤诉
42182,其他撤诉
42183,已审理（简易）
42184,其他撤诉
42185,已审理
42186,已审理（简易）
42187,其他撤诉
42188,其他撤诉
42189,其他/错误
42190,缺席审判
42191,其他撤诉
42192,其他撤诉
42193,已审理（简易）
42194,缺席审判
42195,已审理
42196,其他/错误
42197,其他撤诉
42198,已审理（简易）
42199,其他/错误
42200,已审理（简易）
42201,其他撤诉
42202,已受理/立案
42203,其他/错误
42204,已审理（简易）
42205,已审理
42206,其他撤诉
42207,已审理（简易）
42208,其他撤诉
42209,其他/错误
42210,其他/错误
42211,其他撤诉
42212,其他撤诉
42213,其他撤诉
42214,已受理/立案
42215,已审理
42216,已审理
42217,已受理/立案
42218,其他/错误
42219,已审理（简易）
42220,其他撤诉
42221,已审理（简易）
42222,其他/错误
42223,已审理（简易）
42224,已审理（简易）
42225,已受理/立案
42226,已审理（简易）
42228,其他撤诉
42229,其他/错误
42230,其他撤诉
42231,已审理（简易）
42232,其他撤诉
42233,已受理/立案
42234,其他撤诉
42235,其他撤诉
42236,已审理
42237,其他撤诉
42238,已审理
42239,已审理（简易）
42240,已审理
42241,其他撤诉
42242,其他/错误
42243,已审理
42244,缺席审判
42245,已审理（简易）
42246,已受理/立案
42247,其他/错误
42248,已审理（简易）
42249,其他撤诉
42250,其他撤诉
42251,已受理/立案
42252,已审理（简易）
42253,已审理（简易）
42254,其他撤诉
42255,已审理（简易）
42256,其他/错误
42257,已审理
42258,其他/错误
42259,其他撤诉
42260,其他撤诉
42262,已审理
42263,已审理（简易）
42264,已审理
42265,其他撤诉
42266,其他撤诉
42267,其他撤诉
42268,已审理
42269,已审理（简易）
42270,其他撤诉
42271,其他/错误
42272,其他/错误
42273,其他撤诉
42274,其他撤诉
42275,其他/错误
42276,其他撤诉
42277,已审理（简易）
42278,其他撤诉
42280,其他撤诉
42281,其他撤诉
42282,已审理
42283,已审理（简易）
42284,其他撤诉
42285,其他撤诉
42286,已审理
42287,其他撤诉
42288,其他撤诉
42289,其他撤诉
42290,其他撤诉
42291,其他撤诉
42292,其他撤诉
42293,其他撤诉
42294,其他/错误
42295,其他/错误
42296,其他/错误
42297,其他撤诉
42298,其他撤诉
42299,其他/错误
42300,缺席审判
42301,其他撤诉
42302,其他撤诉
42303,其他撤诉
42304,已审理（简易）
42305,已审理
42306,其他撤诉
42307,已审理（简易）
42308,已受理/立案
42309,其他撤诉
42310,已审理（简易）
42311,其他/错误
42312,其他撤诉
42313,已审理
42314,其他撤诉
42315,已审理
42316,其他撤诉
42317,其他撤诉
42318,其他撤诉
42319,其他/错误
42320,已审理
42321,其他撤诉
42322,其他撤诉
42323,已审理
42324,其他/错误
42325,已审理
42326,已审理（简易）
42327,已审理（简易）
42328,已审理
42329,其他撤诉
42330,已审理（简易）
42331,其他/错误
